地上攻撃,,,,,,,,,,,,,,,,,,,,,
下B (かみなり),,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),ガード硬直,備考,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,相殺,相殺ﾓｰｼｮﾝ,飛び道具,慣性反転,向き反転
地上・空中,稲妻,"13-15, 21-23",86,6,7.2,3F,"全身無敵：1-10F (接触, 地上)
全身無敵：1-8F (接触, 空中)
雷雲生成：2F

平坦な地形で地上から出した場合、34F目に接触。全体フレームは74F。
接触すると稲妻の攻撃判定消去。
稲妻は相殺なし。
接触は相殺モーションなし。",,,,,,,1,1,1,FALSE,FALSE,TRUE,5F目,TRUE
,"稲妻, 持続","16-85, 24-93",,8,9.6,3F,,,,,,,,1,1,1,FALSE,FALSE,TRUE,,
地上,"接触, 地上",1-2,41,15,18,14F,,,,,,,,2,1,1,FALSE,FALSE,,,
空中,"接触, 空中",1-2,35,15,18,14F,,,,,,,,2,1,1,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,
つかみ・投げ,,,,,,,,,,,,,,,,,,,,,
,,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),,,,,,,,,,,,,,,,
つかみ攻撃,つかみ攻撃,1,5,1,1.2,,,,,,,,,,,,,,,,
つかみ,その場,7-8,36,,,,,,,,,,,,,,,,,,
,ダッシュ,11-12,44,,,,,,,,,,,,,,,,,,
,ふりむき,12-13,39,,,,,,,,,,,,,,,,,,
投げ,,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),備考,,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,,,,,
前投げ,打撃,"11-14, 15-18
19-22, 23-26",43,2,2.4,,,,,,,,,0,1,1,,,,,
,投げ,30,,2,2.4,,,,,,,,,,,,,,,,
後投げ,打撃,,49,,,,,,,,,,,,,,,,,,
,投げ,26,,9,10.8,,,,,,,,,,,,,,,,
上投げ,打撃,14-15,35,3,3.6,,,,,,,,,1,1,1,,,,,
,投げ,16,,5,6,,,,,,,,,,,,,,,,
下投げ,打撃,,43,,,"14F目から両者9F硬直。
21F目から敵のみ9F硬直。",,,,,,,,,,,,,,,
,投げ,21,,5,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
回避,,,,,,,,,,,,,,,,,,,,,
,,無敵フレーム,無敵 (ペナ最大),全体フレーム,全体 (ペナ最大),,,,,,,,,,,,,,,,
地上回避,その場,3-16,6-16,24 (19),32 (25),,,,,,,,,,,,,,,,
,前方,4-14,8-14,28,37,,,,,,,,,,,,,,,,
,後方,4-15,8-13,33,50,,,,,,,,,,,,,,,,
空中回避,通常,2-26,5-24,50,,,,,,,,,,,,,,,,,
,移動,2-19,5-18,"真横：85
真上：109
真下：69",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
共通動作 (ガケ・受け身...),,,,,,,,,,,,,,,,,,,,,
,,無敵フレーム,全体フレーム,判定持続,基礎ダメージ,ダメージ (1v1),,,,アイテム取得,,取得フレーム,全体フレーム,,,,,,,,
ガケ行動,ガケつかまり,,19,,,,,,,小アイテム,その場,-,7,,,,,,,,
,その場,1-31,32,,,,,,,,歩き,-,19,,,,,,,,
,回避,1-24,45,,,,,,,アイテム投擲,,投擲フレーム,全体フレーム,,,,,,,,
,ジャンプ,1-11,13,,,,,,,地上投擲,前投げ,12,28,,,,,,,,
,攻撃,1-25,55,23-25,9,10.8,,,,,後投げ,14,28,,,,,,,,
受け身,その場,1-20,26,,,,,,,,上投げ,15,28,,,,,,,,
,前方,1-20,40,,,,,,,,下投げ,8,21,,,,,,,,
,後方,1-20,40,,,,,,,,ダッシュ,5,38,,,,,,,,
あお向けダウン,倒れ,,25,,,,,,,,その場捨て,7,23,,,,,,,,
,その場,1-22,29,,,,,,,空中投擲,前投げ,10,29,,,,,,,,
,前方,1-14,35,,,,,,,,後投げ,14,29,,,,,,,,
,後方,1-19,35,,,,,,,,上投げ,14,29,,,,,,,,
,攻撃1,1-22,45,16-17,7,8.4,,,,,下投げ,8,21,,,,,,,,
,攻撃2,,,21-22,7,8.4,,,,踏み台ジャンプ,,全体フレーム,,,,,,,,,
うつ伏せダウン,倒れ,,25,,,,,,,踏み,踏み,8,,,,,,,,,
,その場,1-22,29,,,,,,,踏まれ,地上踏まれ,-,,,,,,,,,
,前方,1-19,35,,,,,,,,踏み,28,,,,,,,,,
,後方,1-19,35,,,,,,,,空中踏まれ,8,,,,,,,,,
,攻撃1,1-22,45,16-17,7,8.4,,,,,空中落下,36,,,,,,,,,
,攻撃2,,,21-22,7,8.4,,,,倒れダメージ,,全体フレーム,,,,,,,,,
転倒,硬直(小),1-5,29,,,,,,,あお向け倒れ,モーション大,39,,,,,,,,,
,硬直(大),1-5,39,,,,,,,うつ伏せ倒れ,モーション大,39,,,,,,,,,
,その場,1-16,21,,,,,,,,,,,,,,,,,,
,前方,1-9,28,,,,,,,,,-,,,,,,,,,
,後方,1-9,28,,,,,,,,,,,,,,,,,,
,攻撃1,1-7,49,18-19,5,6,,,,,,,,,,,,,,,
,攻撃2,,,22-23,5,6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
アイテム,,,,,,,,,,,,,,,,,,,,,
アイテム取得,,取得フレーム,全体フレーム,,,,,,,,,,,,,,,,,,
小アイテム,その場,2,7,,,,,,,,,,,,,,,,,,
,ダッシュ,2,19,,,,,,,,,,,,,,,,,,
大アイテム,その場,3,12,,,,,,,,,,,,,,,,,,
アイテム投擲,,投擲フレーム,全体フレーム,,,,,,,,,,,,,,,,,,
地上投擲,前投げ,12,24,,,,,,,,,,,,,,,,,,
,後投げ,14,24,,,,,,,,,,,,,,,,,,
,上投げ,15,23,,,,,,,,,,,,,,,,,,
,下投げ,8,19,,,,,,,,,,,,,,,,,,
,ダッシュ,5,29,,,,,,,,,,,,,,,,,,
,その場捨て,7,23,,,,,,,,,,,,,,,,,,
空中投擲,前投げ,12,24,,,,,,,,,,,,,,,,,,
,後投げ,14,24,,,,,,,,,,,,,,,,,,
,上投げ,15,23,,,,,,,,,,,,,,,,,,
,下投げ,8,19,,,,,,,,,,,,,,,,,,
"大アイテム
投擲",前投げ,17,30,,,,,,,,,,,,,,,,,,
,後投げ,17,30,,,,,,,,,,,,,,,,,,
,上投げ,12,22,,,,,,,,,,,,,,,,,,
,下投げ,11,22,,,,,,,,,,,,,,,,,,
