地上攻撃,,,,,,,,,,,,,,,,,,,,,
下投げ,ブラスター,"26-?, 
29-?, 32-?",54,2,2.4,ブラスターは相殺なし。,,,,,,,,0,1,1,,,,,
,投げ,34,,1,1.2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
回避,,,,,,,,,,,,,,,,,,,,,
,,無敵フレーム,無敵 (ペナ最大),全体フレーム,全体 (ペナ最大),,,,,,,,,,,,,,,,
地上回避,その場,3-14,6-15,23 (18),31 (24),,,,,,,,,,,,,,,,
,前方,4-12,8-12,26,35,,,,,,,,,,,,,,,,
,後方,4-14,8-13,32,48,,,,,,,,,,,,,,,,
空中回避,通常,2-26,5-24,38,,,,,,,,,,,,,,,,,
,移動,2-19,5-18,"真横：64
真上：75
真下：54",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
共通動作 (ガケ・受け身...),,,,,,,,,,,,,,,,,,,,,
,,無敵フレーム,全体フレーム,判定持続,基礎ダメージ,ダメージ (1v1),,,,アイテム取得,,取得フレーム,全体フレーム,,,,,,,,
ガケ行動,ガケつかまり,,20,,,,,,,小アイテム,その場,-,7,,,,,,,,
,その場,1-33,34,,,,,,,,歩き,-,19,,,,,,,,
,回避,1-25,45,,,,,,,アイテム投擲,,投擲フレーム,全体フレーム,,,,,,,,
,ジャンプ,1-12,12,,,,,,,地上投擲,前投げ,8,24,,,,,,,,
,攻撃,1-21,55,19-21,9,10.8,,,,,後投げ,11,24,,,,,,,,
受け身,その場,1-20,26,,,,,,,,上投げ,12,23,,,,,,,,
,前方,1-20,40,,,,,,,,下投げ,7,19,,,,,,,,
,後方,1-20,40,,,,,,,,ダッシュ,5,37,,,,,,,,
あお向けダウン,倒れ,,26,,,,,,,,その場捨て,6,23,,,,,,,,
,その場,1-22,29,,,,,,,空中投擲,前投げ,8,24,,,,,,,,
,前方,1-19,35,,,,,,,,後投げ,11,24,,,,,,,,
,後方,1-20,35,,,,,,,,上投げ,12,23,,,,,,,,
,攻撃1,1-22,45,16-17,7,8.4,,,,,下投げ,7,19,,,,,,,,
,攻撃2,,,21-22,7,8.4,,,,踏み台ジャンプ,,全体フレーム,,,,,,,,,
うつ伏せダウン,倒れ,,26,,,,,,,踏み,踏み,8,,,,,,,,,
,その場,1-22,29,,,,,,,踏まれ,地上踏まれ,-,,,,,,,,,
,前方,1-19,35,,,,,,,,踏み,27,,,,,,,,,
,後方,1-24,35,,,,,,,,空中踏まれ,8,,,,,,,,,
,攻撃1,1-22,45,16-17,7,8.4,,,,,空中落下,29,,,,,,,,,
,攻撃2,,,21-22,7,8.4,,,,倒れダメージ,,全体フレーム,,,,,,,,,
転倒,硬直(小),1-5,29,,,,,,,あお向け倒れ,モーション大,39,,,,,,,,,
,硬直(大),1-5,39,,,,,,,うつ伏せ倒れ,モーション大,39,,,,,,,,,
,その場,1-16,21,,,,,,,,,,,,,,,,,,
,前方,1-9,28,,,,,,,,,-,,,,,,,,,
,後方,1-9,28,,,,,,,,,,,,,,,,,,
,攻撃1,1-7,49,19-20,5,6,,,,,,,,,,,,,,,
,攻撃2,,,25-26,5,6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
アイテム,,,,,,,,,,,,,,,,,,,,,
アイテム取得,,取得フレーム,全体フレーム,,,,,,,,,,,,,,,,,,
小アイテム,その場,2,7,,,,,,,,,,,,,,,,,,
,ダッシュ,2,19,,,,,,,,,,,,,,,,,,
大アイテム,その場,3,12,,,,,,,,,,,,,,,,,,
アイテム投擲,,投擲フレーム,全体フレーム,,,,,,,,,,,,,,,,,,
地上投擲,前投げ,8,24,,,,,,,,,,,,,,,,,,
,後投げ,11,24,,,,,,,,,,,,,,,,,,
,上投げ,12,23,,,,,,,,,,,,,,,,,,
,下投げ,7,19,,,,,,,,,,,,,,,,,,
,ダッシュ,5,29,,,,,,,,,,,,,,,,,,
,その場捨て,6,23,,,,,,,,,,,,,,,,,,
空中投擲,前投げ,8,24,,,,,,,,,,,,,,,,,,
,後投げ,11,24,,,,,,,,,,,,,,,,,,
,上投げ,12,23,,,,,,,,,,,,,,,,,,
,下投げ,7,19,,,,,,,,,,,,,,,,,,
"大アイテム
投擲",前投げ,16,30,,,,,,,,,,,,,,,,,,
,後投げ,16,30,,,,,,,,,,,,,,,,,,
,上投げ,11,22,,,,,,,,,,,,,,,,,,
,下投げ,8,22,,,,,,,,,,,,,,,,,,
