地上攻撃,,,,,,,,,,,,,,,,,,,,,
横B (ドンキーヘッドバッド),,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),ガード硬直,備考,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,相殺,相殺ﾓｰｼｮﾝ,飛び道具,慣性反転,向き反転
地上・空中,対地,20-21,62,10/8,12/9.6,10F/-,"スーパーアーマー：5-14F
対地は埋め属性。

慣性反転：5F目
ガケつかまり(前後)：2F目以降",,,,,,,,,,TRUE,TRUE,,5F目,TRUE
,対空,,,,,,,,,,,,,,,,,,,,
上B (スピニングコング),,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),ガード硬直,備考,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,相殺,相殺ﾓｰｼｮﾝ,飛び道具,慣性反転,向き反転
地上,Hit 1,19,104,5,6,6F,"スーパーアーマー：5-17F
右腕無敵：19-24F",,,,,,,,,,TRUE,TRUE,,5F目,TRUE
,Hit 2-6,"25-27, 32-33, 
40-42, 49-50, 
55-58",,1.4/1.4/3.5,1.68/1.68/4.2,3F/3F/4F,,,,,,,,,,,TRUE,TRUE,,,
,Hit 7,62,,4,4.8,5F,,,,,,,,,,,TRUE,TRUE,,,
空中,Hit 1,4-6,,5,6,6F,"両腕無敵：10-38F
着地隙：42F (ポージング)
着地隙：38F (尻もち)

ガケつかまり(前後)：14F目以降",,,,,,,,,,TRUE,FALSE,,,
,Hit 2-13,"10-12, 13-14,
15-17, 18-19,
20-21, 22-24,
25-26, 27-29,
30-31, 32-33,
34-36, 37-38",,1,1.2,2F,,,,,,,,,,,TRUE,TRUE,,,
,Hit 14,39-43,,2,2.4,3F,,,,,,,,,,,TRUE,FALSE,,,
下B (ハンドスラップ),,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),ガード硬直,備考,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,相殺,相殺ﾓｰｼｮﾝ,飛び道具,慣性反転,向き反転
地上,"最短, Hit 1",12-13,46,14,16.8,8F,"ガード硬直補正倍率：0.58倍
1ループ追加で+26F。
判定は対地のみ。壁などを貫通しない。
相殺なし。",,,,,,,,,,FALSE,FALSE,,5F目,TRUE
,"最短, Hit 2",23-24,,14,16.8,8F,,,,,,,,,,,,,,,
空中,Hit 1,19-21,49,5,6,6F,"着地隙：10F
相殺なし。
転倒率：+20% (Hit 2のみ)",,,,,,,,,,FALSE,FALSE,,5F目,TRUE
,Hit 2,28-30,,6,7.2,6F,,,,,,,,,,,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,
つかみ・投げ,,,,,,,,,,,,,,,,,,,,,
,,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),,,,,,,,,,,,,,,,
つかみ攻撃,つかみ攻撃,2,7,1.6,1.92,,,,,,,,,,,,,,,,
つかみ,その場,8-10,38,,,,,,,,,,,,,,,,,,
,ダッシュ,11-13,46,,,,,,,,,,,,,,,,,,
,ふりむき,12-14,41,,,,,,,,,,,,,,,,,,
投げ,,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),備考,,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,,,,,
リフティング,,,15,,,"投げ無敵：1-15F (移行中)
ヘビーアーマー：80KB (待機中)",,,,,,,,,,,,,,,
前投げ(リフ),打撃,,45,,,投げ無敵なし。,,,,,,,,,,,,,,,
,投げ,15,,12,14.4,,,,,,,,,,,,,,,,
後投げ(リフ),打撃,,42,,,投げ無敵なし。,,,,,,,,,,,,,,,
,投げ,16,,13,15.6,,,,,,,,,,,,,,,,
上投げ(リフ),打撃,,29,,,投げ無敵なし。,,,,,,,,,,,,,,,
,投げ,15,,12,14.4,,,,,,,,,,,,,,,,
下投げ(リフ),打撃,,44,,,投げ無敵なし。,,,,,,,,,,,,,,,
,投げ,17,,11,13.2,,,,,,,,,,,,,,,,
後投げ,打撃,,39,,,,,,,,,,,,,,,,,,
,投げ,15,,11,13.2,,,,,,,,,,,,,,,,
上投げ,打撃,,43,,,,,,,,,,,,,,,,,,
,投げ,14,,9,10.8,,,,,,,,,,,,,,,,
下投げ,打撃,,54,,,,,,,,,,,,,,,,,,
,投げ,19,,7,8.4,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
回避,,,,,,,,,,,,,,,,,,,,,
,,無敵フレーム,無敵 (ペナ最大),全体フレーム,全体 (ペナ最大),,,,,,,,,,,,,,,,
地上回避,その場,3-17,6-17,26 (21),35 (28),,,,,,,,,,,,,,,,
,前方,4-15,8-14,30,40,,,,,,,,,,,,,,,,
,後方,5-16,9-14,35,53,,,,,,,,,,,,,,,,
空中回避,通常,4-32,7-29,48,,,,,,,,,,,,,,,,,
,移動,4-22,7-21,"真横：82
真上：109
真下：66",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
共通動作 (ガケ・受け身...),,,,,,,,,,,,,,,,,,,,,
,,無敵フレーム,全体フレーム,判定持続,基礎ダメージ,ダメージ (1v1),,,,アイテム取得,,取得フレーム,全体フレーム,,,,,,,,
ガケ行動,ガケつかまり,,19,,,,,,,小アイテム,その場,-,7,,,,,,,,
,その場,1-33,34,,,,,,,,歩き,-,19,,,,,,,,
,回避,1-28,45,,,,,,,アイテム投擲,,投擲フレーム,全体フレーム,,,,,,,,
,ジャンプ,1-12,14,,,,,,,地上投擲,前投げ,10,38,,,,,,,,
,攻撃,1-25,55,23-25,10,12,,,,,後投げ,14,38,,,,,,,,
受け身,その場,1-20,26,,,,,,,,上投げ,15,38,,,,,,,,
,前方,1-20,40,,,,,,,,下投げ,8,30,,,,,,,,
,後方,1-20,40,,,,,,,,ダッシュ,6,39,,,,,,,,
あお向けダウン,倒れ,,25,,,,,,,,その場捨て,7,27,,,,,,,,
,その場,1-22,29,,,,,,,空中投擲,前投げ,10,37,,,,,,,,
,前方,1-19,35,,,,,,,,後投げ,14,34,,,,,,,,
,後方,1-24,35,,,,,,,,上投げ,15,36,,,,,,,,
,攻撃1,1-24,45,18-19,7,8.4,,,,,下投げ,8,28,,,,,,,,
,攻撃2,,,23-24,7,8.4,,,,踏み台ジャンプ,,全体フレーム,,,,,,,,,
うつ伏せダウン,倒れ,,25,,,,,,,踏み,踏み,8,,,,,,,,,
,その場,1-22,29,,,,,,,踏まれ,地上踏まれ,-,,,,,,,,,
,前方,1-14,35,,,,,,,,地上硬直,28,,,,,,,,,
,後方,1-24,35,,,,,,,,空中踏まれ,8,,,,,,,,,
,攻撃1,1-24,45,18-19,7,8.4,,,,,空中落下,35,,,,,,,,,
,攻撃2,,,23-24,7,8.4,,,,倒れダメージ,,全体フレーム,,,,,,,,,
転倒,硬直(小),1-5,29,,,,,,,あお向け倒れ,モーション大,39,,,,,,,,,
,硬直(大),1-5,39,,,,,,,うつ伏せ倒れ,モーション大,39,,,,,,,,,
,その場,1-16,21,,,,,,,,,,,,,,,,,,
,前方,1-9,28,,,,,,,,,-,,,,,,,,,
,後方,1-9,28,,,,,,,,,,,,,,,,,,
,攻撃1,1-7,49,19-20,5,6,,,,,,,,,,,,,,,
,攻撃2,,,24-25,5,6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
アイテム,,,,,,,,,,,,,,,,,,,,,
アイテム取得,,取得フレーム,全体フレーム,,,,,,,,,,,,,,,,,,
小アイテム,その場,2,7,,,,,,,,,,,,,,,,,,
,ダッシュ,2,19,,,,,,,,,,,,,,,,,,
大アイテム,その場,3,12,,,,,,,,,,,,,,,,,,
アイテム投擲,,投擲フレーム,全体フレーム,,,,,,,,,,,,,,,,,,
地上投擲,前投げ,10,24,,,,,,,,,,,,,,,,,,
,後投げ,14,24,,,,,,,,,,,,,,,,,,
,上投げ,15,23,,,,,,,,,,,,,,,,,,
,下投げ,8,19,,,,,,,,,,,,,,,,,,
,ダッシュ,6,29,,,,,,,,,,,,,,,,,,
,その場捨て,7,23,,,,,,,,,,,,,,,,,,
空中投擲,前投げ,10,24,,,,,,,,,,,,,,,,,,
,後投げ,14,24,,,,,,,,,,,,,,,,,,
,上投げ,15,23,,,,,,,,,,,,,,,,,,
,下投げ,8,19,,,,,,,,,,,,,,,,,,
"大アイテム
投擲",前投げ,14,30,,,,,,,,,,,,,,,,,,
,後投げ,17,30,,,,,,,,,,,,,,,,,,
,上投げ,12,22,,,,,,,,,,,,,,,,,,
,下投げ,11,22,,,,,,,,,,,,,,,,,,
