地上攻撃,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
必殺ワザ,,,,,,,,,,,,,,,,,,,,,
NB (チャージショット),,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),ガード硬直,備考,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,相殺,相殺ﾓｰｼｮﾝ,飛び道具,慣性反転,向き反転
地上,溜め無し,16-74,44,5,6,3F,"最大溜め：112F
溜め・キャンセル開始：14F目
溜め中からの最速発生は3F。
キャンセルは空中ジャンプのみ全体5F。
回避・シールド・地上ジャンプは全体4F。
盾削り値：-2.5 ~ -12",,,,,,,0,1,1,TRUE,,TRUE,5F目,TRUE
,最大溜め,16-74,60,28,33.6,8F,,,,,,,,3,0.7,1,TRUE,,TRUE,,
空中,溜め無し,16-74,45,5,6,3F,,,,,,,,,,,,,,,
,最大溜め,16-74,45,28,33.6,8F,,,,,,,,,,,,,,,
横B (ミサイル),,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),ガード硬直,備考,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,相殺,相殺ﾓｰｼｮﾝ,飛び道具,慣性反転,向き反転
地上,ホーミングミサイル,18-135,54,8,9.6,3F,"4F目までに弾き入力でスーパーミサイル。
スーパーミサイルは47F目から加速。",,,,,,,5,1,1,TRUE,FALSE,TRUE,FALSE,TRUE
,スーパーミサイル,21-96,57,12,14.4,4F,,,,,,,,,,,,,TRUE,,
空中,ホーミングミサイル,18-135,59,8,9.6,3F,,,,,,,,,,,,,TRUE,,
,スーパーミサイル,21-96,61,12,14.4,4F,,,,,,,,10,1,1,TRUE,FALSE,TRUE,,
上B (スクリューアタック),,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),ガード硬直,備考,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,相殺,相殺ﾓｰｼｮﾝ,飛び道具,慣性反転,向き反転
地上,始,4-6,,3,3.6,4F,"全身無敵：3-6F (地上)
全身無敵：3-4F (空中)

着地隙：24F

ガケつかまり(前)：6F目以降
ガケつかまり(前後)：30F目以降",,,,,,,3,1,0.5,TRUE,TRUE,,5F目,TRUE
,連1,"7-11
(Rehit: 3)",,1,1.2,,,,,,,,,3,1,0.2,TRUE,,,,
,連2,"12-14
(Rehit: 3)",,1,1.2,,,,,,,,,,,,FALSE,FALSE,FALSE,,
,連3,"15-24
(Rehit: 3)",,1,1.2,,,,,,,,,,,,FALSE,FALSE,FALSE,,
,〆,25-26,,2,2.4,,,,,,,,,3,2,1,TRUE,FALSE,,,
空中,連1,"5-10
(Rehit: 2)",,1,1.2,2F,,,,,,,,3,1,1/1/0.5,TRUE,FALSE,,,
,連2,"11-26
(Rehit: 2)",,1,1.2,2F,,,,,,,,,,,FALSE,FALSE,FALSE,,
,〆,27-28,,1,1.2,2F,,,,,,,,3,2,1,TRUE,FALSE,,,
下B (ボム),,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),ガード硬直,備考,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,相殺,相殺ﾓｰｼｮﾝ,飛び道具,慣性反転,向き反転
地上・空中,"ボム, 地上",33-80,47,4,4.8,2F,,,,,,,,6,0.6,1,TRUE,FALSE,TRUE,FALSE,FALSE
,"ボム, 空中",,48,,,,,,,,,,,,,,,,TRUE,,
,爆風,1-18,,5,6,3F,,,,,,,,6,0.3,1,TRUE,FALSE,TRUE,,
,ボムジャンプ,,48,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
つかみ・投げ,,,,,,,,,,,,,,,,,,,,,
,,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),,,,,,,,,,,,,,,,
つかみ攻撃,つかみ攻撃,1,6,1.3,1.56,,,,,,,,,,,,,,,,
つかみ,その場,"15-22
15-17",59,,,,,,,,,,,,,,,,,,
,ダッシュ,"17-24
17-19",67,,,,,,,,,,,,,,,,,,
,ふりむき,"18-25
18-20",62,,,,,,,,,,,,,,,,,,
投げ,,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),備考,,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,,,,,
前投げ,打撃,,41,,,,,,,,,,,,,,,,,,
,投げ,16,,10,12,,,,,,,,,,,,,,,,
後投げ,打撃,,49,,,,,,,,,,,,,,,,,,
,投げ,12,,10,12,,,,,,,,,,,,,,,,
上投げ,打撃,15,41,5,6,,,,,,,,,0,0,0,,,,,
,投げ,16,,7,8.4,,,,,,,,,,,,,,,,
下投げ,打撃,,37,,,,,,,,,,,,,,,,,,
,投げ,21,,8,9.6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
回避,,,,,,,,,,,,,,,,,,,,,
,,無敵フレーム,無敵 (ペナ最大),全体フレーム,全体 (ペナ最大),,,,,,,,,,,,,,,,
地上回避,その場,3-17,6-17,26 (21),35 (28),,,,,,,,,,,,,,,,
,前方,4-18,8-16,34,45,,,,,,,,,,,,,,,,
,後方,5-20,9-16,39,59,,,,,,,,,,,,,,,,
空中回避,通常,3-29,6-27,56,,,,,,,,,,,,,,,,,
,移動,3-21,6-20,"真横：96
真上：130
真下：80",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
共通動作 (ガケ・受け身...),,,,,,,,,,,,,,,,,,,,,
,,無敵フレーム,全体フレーム,判定持続,基礎ダメージ,ダメージ (1v1),,,,アイテム取得,,取得フレーム,全体フレーム,,,,,,,,
ガケ行動,ガケつかまり,,19,,,,,,,小アイテム,その場,-,7,,,,,,,,
,その場,1-31,32,,,,,,,,歩き,-,19,,,,,,,,
,回避,1-22,45,,,,,,,アイテム投擲,,投擲フレーム,全体フレーム,,,,,,,,
,ジャンプ,1-12,14,,,,,,,地上投擲,前投げ,8,25,,,,,,,,
,攻撃,1-27,55,25-27,9,10.8,,,,,後投げ,11,25,,,,,,,,
受け身,その場,1-20,26,,,,,,,,上投げ,12,24,,,,,,,,
,前方,1-20,40,,,,,,,,下投げ,7,20,,,,,,,,
,後方,1-20,40,,,,,,,,ダッシュ,5,38,,,,,,,,
あお向けダウン,倒れ,,25,,,,,,,,その場捨て,6,24,,,,,,,,
,その場,1-22,29,,,,,,,空中投擲,前投げ,8,25,,,,,,,,
,前方,1-14,35,,,,,,,,後投げ,11,25,,,,,,,,
,後方,1-20,35,,,,,,,,上投げ,12,24,,,,,,,,
,攻撃1,1-23,45,17-18,7,8.4,,,,,下投げ,7,20,,,,,,,,
,攻撃2,,,22-23,7,8.4,,,,踏み台ジャンプ,,全体フレーム,,,,,,,,,
うつ伏せダウン,倒れ,,25,,,,,,,踏み,踏み,7,,,,,,,,,
,その場,1-22,29,,,,,,,踏まれ,地上踏まれ,-,,,,,,,,,
,前方,1-19,35,,,,,,,,地上硬直,27,,,,,,,,,
,後方,1-22,35,,,,,,,,空中踏まれ,7,,,,,,,,,
,攻撃1,1-24,45,17-18,7,8.4,,,,,空中落下,40,,,,,,,,,
,攻撃2,,,23-24,7,8.4,,,,倒れダメージ,,全体フレーム,,,,,,,,,
転倒,硬直(小),1-5,29,,,,,,,あお向け倒れ,モーション大,39,,,,,,,,,
,硬直(大),1-5,39,,,,,,,うつ伏せ倒れ,モーション大,39,,,,,,,,,
,その場,1-16,21,,,,,,,,,,,,,,,,,,
,前方,1-9,28,,,,,,,,,-,,,,,,,,,
,後方,1-9,28,,,,,,,,,,,,,,,,,,
,攻撃1,1-7,49,19-20,5,6,,,,,,,,,,,,,,,
,攻撃2,,,35-36,5,6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
アイテム,,,,,,,,,,,,,,,,,,,,,
アイテム取得,,取得フレーム,全体フレーム,,,,,,,,,,,,,,,,,,
小アイテム,その場,2,7,,,,,,,,,,,,,,,,,,
,ダッシュ,2,19,,,,,,,,,,,,,,,,,,
大アイテム,その場,3,12,,,,,,,,,,,,,,,,,,
アイテム投擲,,投擲フレーム,全体フレーム,,,,,,,,,,,,,,,,,,
地上投擲,前投げ,8,24,,,,,,,,,,,,,,,,,,
,後投げ,11,24,,,,,,,,,,,,,,,,,,
,上投げ,12,23,,,,,,,,,,,,,,,,,,
,下投げ,7,19,,,,,,,,,,,,,,,,,,
,ダッシュ,5,29,,,,,,,,,,,,,,,,,,
,その場捨て,6,23,,,,,,,,,,,,,,,,,,
空中投擲,前投げ,8,24,,,,,,,,,,,,,,,,,,
,後投げ,11,24,,,,,,,,,,,,,,,,,,
,上投げ,12,23,,,,,,,,,,,,,,,,,,
,下投げ,7,19,,,,,,,,,,,,,,,,,,
"大アイテム
投擲",前投げ,17,30,,,,,,,,,,,,,,,,,,
,後投げ,18,30,,,,,,,,,,,,,,,,,,
,上投げ,11,22,,,,,,,,,,,,,,,,,,
,下投げ,8,22,,,,,,,,,,,,,,,,,,
